FOLIO_PERSONAL,DOCUMENTO,CUIL,APELLIDO,NOMBRE,DOMICILIO,INHIBIENTE,MONTO,CARATULA,JUZGADO,FECHA,ENTRO,ALCANCE,OBSERVACIONES,VIGENCIA
36234/16,36775532,24-58769025-7,NU├æEZ,VICENTE,"CALLE SAN LUIS 2902",AFIP,NULL,"EJECUCI├ôN FISCAL - SOSA GUADALUPE","JUZGADO N┬░ 27",2020-07-12,NULL,NULL,NULL,NULL
36300/8,77266362,27-27279224-7,MALDONADO,ISABELLA,"CAMINO SAN FERANDO DEL VALLE DE CATAMARCA 4040",AFIP,21937,"COBRO DE PESOS - RODRIGUEZ JEREMIAS",NULL,2024-04-30,2021-07-11,NULL,NULL,CADUCADO
36335/12,44378500,22-34876503-6,LEIVA,BENJAMIN,"BLV. SAN MARTIN 2111",AFIP,NULL,"CONCURSO PREVENTIVO - SOSA MARIA EMILIA","JUZGADO N┬░ 21",2019-10-11,NULL,NULL,,NULL
36368/22,???,26-26356078-2,ORTIZ,Medida.,"DIAGONAL COMODORO RIVADAVIA 3225","FISCO DE LA PROVINCIA",NULL,"COBRO DE PESOS - MENDOZA BAUTISTA",NULL,2017-06-03,NULL,PARCIAL,NULL,NULL
36385/25,73620539,NULL,MARTINEZ,VICTORIA,"DIAG. CHUBUT 590","FISCO DE LA PROVINCIA",NULL,"COBRO DE PESOS - SUAREZ MILENA","JUZGADO N┬░ 10",2021-06-22,2020-06-16,PARCIAL,"EN REVISI├ôN",CADUCADO
36451/11,71701997,21-39270624-8,MALDONADO,"TIZIANO VALENTIN","CALLE 1 1744",AFIP,NULL,"EJECUCI├ôN FISCAL - RAMIREZ THIAGO AGUSTIN","JUZGADO N┬░ 3",2022-07-09,NULL,NULL,,ACTIVO
36461/5,12593081,26-81493533-2,TOLEDO,LAUTARO,"CALLE POSADAS 4127","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",408994,NULL,"JUZGADO N┬░ 29",2023-05-23,NULL,PARCIAL,NULL,CADUCADO
36470/17,46864078,NULL,FERNANDEZ,"JUAN MARTIN",NULL,"ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",149899,"CONCURSO PREVENTIVO - MARTINEZ LE├ôN","JUZGADO N┬░ 22",2015-12-01,2021-08-08,NULL,"SIN OBSERVACIONES",NULL
36494/1,28443409,21-70005186-7,RODRIGUEZ,FAUSTO,"DIAGONAL CATAMARCA 601","BANCO NACI├ôN",551144,"COBRO DE PESOS - ROJAS TOM├ÇS",NULL,2017-06-23,NULL,NULL,NULL,ACTIVO
36495/5,NULL,NULL,MENDOZA,CONSTANZA,NULL,"FISCO DE LA PROVINCIA",873995,"COBRO DE PESOS - PEREZ JAZMIN","JUZGADO N┬░ 30",2021-02-25,2020-10-31,PARCIAL,NULL,CADUCADO
36502/4,86130210,24-92391861-5,FARIAS,JULIAN,"BLV. SALTA 3000",AFIP,381686,"COBRO DE PESOS - FERNANDEZ AGOSTINA","JUZGADO N┬░ 16",2023-01-17,NULL,PARCIAL,NULL,NULL
36505/5,26424787,21-35917307-2,MARTINEZ,"SANTINO BENJAMIN","AVENIDA 6 803",NULL,NULL,NULL,NULL,NULL,2024-01-03,TOTAL,NULL,CADUCADO
36538/8,15921297,20-36487254-5,VALDEZ,"THIAGO EMANUEL",NULL,"ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,"COBRO DE PESOS - MENDEZ JUANA",NULL,NULL,2022-08-03,TOTAL,NULL,ACTIVO
36623/9,86871410,21-61358726-6,VILLALBA,"JUAN IGNACIO","BOULEVARD MALVINAS ARGENTINAS 1420","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,"EJECUCI├ôN FISCAL - MU├æOZ FRANCESCA",NULL,2019-08-27,NULL,NULL,NULL,NULL
36626/5,99519114,20-85014316-8,GODOY,JAZMIN,"DIAGONAL J.J. CASTELLI 361","BANCO NACI├ôN",NULL,"CONCURSO PREVENTIVO - RIOS FAUSTINO",NULL,2024-04-16,2024-06-06,NULL,NULL,CADUCADO
3666/9,46010711,26-52095422-1,RODRIGUEZ,AMBAR,"AVENIDA SALTA 3101",AFIP,NULL,"COBRO DE PESOS - CARDOZO LUCIO",NULL,2023-08-08,NULL,NULL,NULL,CADUCADO
36746/11,94379912,26-77287776-8,VALDEZ,MARTIN,"BLV. ALEM 2235",NULL,NULL,NULL,NULL,2020-07-27,2020-03-26,NULL,"SIN OBSERVACIONES",NULL
36766/19,58356541,24-53560400-5,CASTRO,JUAN,"AVENIDA FORMOSA 2115","FISCO DE LA PROVINCIA",NULL,"CONCURSO PREVENTIVO - DUARTE JULIETA",NULL,2022-11-13,2025-02-07,NULL,NULL,ACTIVO
36768/1,"   ",25-84459395-3,ROMERO,JULIAN,"CALLE J.M. DE ROSAS 696","BANCO NACI├ôN",303165,"CONCURSO PREVENTIVO - TORRES EMMA","JUZGADO N┬░ 25",2025-07-24,2024-02-03,NULL,NULL,ACTIVO
36769/5,NULL,26-62313055-5,HERRERA,MILAGROS,"BLV. J.J. CASTELLI 4652","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,"CONCURSO PREVENTIVO - LUCERO BIANCA","JUZGADO N┬░ 19",2020-09-11,NULL,NULL,NULL,ACTIVO
36773/2,19516556,24-10683954-1,ALVAREZ,"MATEO BENJAMIN","AV. BUENOS AIRES 1680",AFIP,486335,"CONCURSO PREVENTIVO - DUARTE ANGEL GABRIEL",NULL,2024-11-09,NULL,PARCIAL,NULL,CADUCADO
36791/9,89942631,26-85775270-9,PEREYRA,GUADALUPE,"CAMINO SAN MIGUEL DE TUCUM├üN 172",AFIP,676625,"COBRO DE PESOS - FERNANDEZ VIOLETA","JUZGADO N┬░ 3",2023-12-22,NULL,NULL,NULL,NULL
36799/19,29390484,27-55669072-2,CORONEL,TOM├ÇS,"AV. NEUQU├ëN 2221","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,"EJECUCI├ôN FISCAL - MOYANO GAEL","JUZGADO N┬░ 13",NULL,NULL,NULL,NULL,NULL
36801/18,34535308,NULL,SOSA,BENJAMIN,"AV. 3 750","BANCO NACI├ôN",NULL,"CONCURSO PREVENTIVO - ALVAREZ ANTONELLA",NULL,2024-01-13,NULL,NULL,NULL,NULL
36839/24,64483509,21-19989528-8,MORALES,SANTINO,"AV. BELGRANO 789","BANCO NACI├ôN",NULL,"CONCURSO PREVENTIVO - VALDEZ IGNACIO","JUZGADO N┬░ 27",2024-12-15,2024-06-05,NULL,"SIN OBSERVACIONES",CADUCADO
36870/21,75087365,23-44342489-3,CORREA,DELFINA,Ser├í.,"ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,"EJECUCI├ôN FISCAL - MIRANDA GINO","JUZGADO N┬░ 14",2024-04-03,2024-10-15,NULL,NULL,NULL
36933/6,27039809,20-30509351-6,LOPEZ,???,"DIAGONAL 174 B 3018","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,"CONCURSO PREVENTIVO - ROMERO ORIANA","JUZGADO N┬░ 30",2021-09-10,2022-03-20,NULL,NULL,CADUCADO
36967/4,17135367,NULL,NULL,ROSARIO,"AV. G├£EMES 4554",AFIP,117621,"COBRO DE PESOS - MORALES FRANCISCO","JUZGADO N┬░ 27",2018-06-21,NULL,NULL,NULL,NULL
3699/25,15643908,22-15367423-8,SILVA,JAZM├ìN,NULL,NULL,498090,"EJECUCI├ôN FISCAL - VEGA PILAR","JUZGADO N┬░ 26",NULL,2022-01-20,NULL,"SIN OBSERVACIONES",NULL
37033/2,68211371,26-63360184-3,CARRIZO,FELIPE,"AVENIDA CIUDAD AUT├ôNOMA DE BUENOS AIRES 1195",NULL,NULL,"COBRO DE PESOS - BUSTOS CIRO","JUZGADO N┬░ 3",2020-07-01,NULL,TOTAL,NULL,CADUCADO
37035/4,86778077,23-40194953-1,ROMERO,THIAGO,"BLV. SAN MARTIN 3066","BANCO NACI├ôN",991794,"COBRO DE PESOS - CORDOBA JULIETA","JUZGADO N┬░ 18",2023-12-23,2021-12-02,NULL,NULL,ACTIVO
37069/17,55405400,24-10907170-9,PEREZ,MARTIN,"BLV. PTE. PER├ôN 3806",AFIP,174621,"COBRO DE PESOS - LEIVA CATALINA","JUZGADO N┬░ 27",2023-01-23,NULL,PARCIAL,"SIN OBSERVACIONES",CADUCADO
37086/10,65508654,26-43980340-9,SOSA,JAZMIN,"CALLE ALEM 839",AFIP,138670,"COBRO DE PESOS - SANCHEZ SANTIAGO","JUZGADO N┬░ 1",2018-07-10,2023-07-12,NULL,,ACTIVO
37092/15,24086737,25-45792666-5,CASTILLO,"VALENTINA JAZMIN","CAMINO CORRIENTES 3825","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,"CONCURSO PREVENTIVO - GONZALEZ DANTE","JUZGADO N┬░ 25",2021-04-04,NULL,NULL,NULL,NULL
37257/15,43094200,24-26703111-7,ROMERO,DELFINA,"AV. FORMOSA 3084",NULL,338428,"CONCURSO PREVENTIVO - GONZALEZ LAUTARO NICOLAS",NULL,2017-01-04,NULL,NULL,NULL,ACTIVO
3726/13,63506507,27-60189740-7,GARCIA,VICTORIA,"CAMINO SANTIAGO DEL ESTERO 2992","FISCO DE LA PROVINCIA",885280,NULL,"JUZGADO N┬░ 24",2016-02-19,2024-09-22,NULL,,CADUCADO
37340/7,26105581,27-20301742-9,RAMIREZ,LAUTARO,"DIAGONAL C├ôRDOBA 1412",NULL,NULL,"COBRO DE PESOS - VERA LOLA","JUZGADO N┬░ 2",2021-08-18,2024-05-01,NULL,NULL,NULL
37342/17,18103303,26-35476199-8,ARIAS,CATALINA,"AVENIDA TIERRA DEL FUEGO 908",NULL,NULL,"COBRO DE PESOS - AGUIRRE ZOE VALENTINA",NULL,2023-03-28,2023-01-14,NULL,NULL,CADUCADO
37450/1,94429655,24-84100206-2,NULL,EMILIA,???,"ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,"CONCURSO PREVENTIVO - CAMPOS TOM├ÇS","JUZGADO N┬░ 11",NULL,NULL,NULL,NULL,ACTIVO
37556/14,23975636,NULL,FERNANDEZ,GUILLERMINA,"CALLE RIVADAVIA 2300","BANCO NACI├ôN",NULL,"EJECUCI├ôN FISCAL - MARTINEZ ANTONIA","JUZGADO N┬░ 11",2017-12-04,2020-06-28,NULL,"EN REVISI├ôN",NULL
37580/15,41144542,27-21773788-9,MORENO,VALENTINO,NULL,NULL,NULL,NULL,NULL,2016-08-02,NULL,NULL,NULL,NULL
37797/17,12277882,24-73428531-1,ALVAREZ,CAMILA,"DIAGONAL 5 154",AFIP,NULL,"CONCURSO PREVENTIVO - RUIZ VALENTIN","JUZGADO N┬░ 13",2022-05-12,2020-01-30,TOTAL,"EN REVISI├ôN",NULL
37829/2,34059302,25-48982730-2,CORREA,THIAGO,"DIAGONAL ROSARIO 3953","BANCO NACI├ôN",NULL,"COBRO DE PESOS - RIOS GINO","JUZGADO N┬░ 4",2023-05-23,2022-06-25,TOTAL,NULL,NULL
37878/5,53509621,23-74247413-5,FERNANDEZ,GUILLERMINA,"AV. J.B. ALBERDI 3912","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",542427,NULL,"JUZGADO N┬░ 27",2024-03-10,2020-09-26,TOTAL,NULL,NULL
37939/2,NULL,20-69324473-6,ALVAREZ,EMILIA,"CALLE 7 2977","BANCO NACI├ôN",NULL,"COBRO DE PESOS - SANCHEZ MARIA PAZ","JUZGADO N┬░ 20",2021-10-16,NULL,TOTAL,NULL,CADUCADO
37961/10,NULL,22-32108196-5,NU├æEZ,JUANA,"AVENIDA 2 676",AFIP,965653,"COBRO DE PESOS - LUNA LAUTARO EZEQUIEL",NULL,2021-06-10,NULL,NULL,"EN REVISI├ôN",ACTIVO
37989/25,73779542,NULL,BARRIOS,ISABELLA,"AV. 5 622","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",429421,"COBRO DE PESOS - MOLINA LAUTARO","JUZGADO N┬░ 29",2017-06-03,2020-11-01,NULL,NULL,NULL
38052/23,75924149,23-91010631-5,DIAZ,"MORENA JAZMIN","AVENIDA MENDOZA 3335",AFIP,235704,NULL,NULL,2017-01-14,NULL,NULL,NULL,CADUCADO
38074/11,67185741,27-76787373-8,PONCE,MARTINA,"DIAGONAL SANTA FE 3133",NULL,NULL,"COBRO DE PESOS - ALVAREZ SANTIAGO NICOLAS",NULL,2019-05-20,2023-10-15,TOTAL,NULL,ACTIVO
38125/21,70862166,20-93704026-9,VERA,CARMELA,"DIAGONAL ALEM 2434",AFIP,225773,"EJECUCI├ôN FISCAL - FERNANDEZ JEREMIAS","JUZGADO N┬░ 19",2020-07-11,2024-09-08,NULL,NULL,NULL
38327/4,11797656,20-61636886-0,GONZALEZ,MARTINA,NULL,"BANCO NACI├ôN",586633,"EJECUCI├ôN FISCAL - MU├æOZ LUZ MILAGROS","JUZGADO N┬░ 23",2016-12-18,2025-05-31,NULL,NULL,CADUCADO
38350/19,49177697,24-24258064-9,GUTIERREZ,BENJAMIN,"AVENIDA MALVINAS ARGENTINAS 612",AFIP,NULL,"EJECUCI├ôN FISCAL - MORENO FEDERICO","JUZGADO N┬░ 17",2022-06-02,NULL,NULL,NULL,CADUCADO
38441/11,57670045,22-58353161-3,GARCIA,LUCIANO,"AVENIDA J.J. CASTELLI 1884","BANCO NACI├ôN",NULL,"CONCURSO PREVENTIVO - FLORES TOM├ÇS",NULL,2020-06-17,NULL,NULL,NULL,NULL
38547/16,82353297,24-28765889-3,LOPEZ,CATALINA,"AVENIDA ENTRE R├ìOS 2071","BANCO NACI├ôN",NULL,"COBRO DE PESOS - RODRIGUEZ MALENA","JUZGADO N┬░ 28",2017-02-09,2020-12-20,NULL,NULL,NULL
3861/15,26148747,23-64847239-7,TORRES,SANTIAGO,"AV. J.J. CASTELLI 202","BANCO NACI├ôN",294625,"CONCURSO PREVENTIVO - PEREYRA BASTIAN","JUZGADO N┬░ 24",2023-10-16,2024-09-06,PARCIAL,NULL,NULL
38611/19,75659803,24-68812485-9,ROJAS,IVAN,"CALLE PARAN├ü 790",NULL,237806,"COBRO DE PESOS - CASTILLO VALENTINA","JUZGADO N┬░ 5",2020-11-27,NULL,NULL,,ACTIVO
38615/4,72194890,26-59586340-9,###,PILAR,"BOULEVARD MITRE 825","BANCO NACI├ôN",230203,"EJECUCI├ôN FISCAL - OLIVERA ISABELLA",NULL,2023-12-12,NULL,PARCIAL,NULL,NULL
38629/21,47128639,23-11618520-4,GOMEZ,"THIAGO GABRIEL","AVENIDA POSADAS 2992","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,"COBRO DE PESOS - RIVERO AGUSTINA",NULL,2017-12-06,NULL,NULL,NULL,NULL
38635/19,33870106,NULL,VELAZQUEZ,TOM├ÇS,"AVENIDA 5 276",AFIP,NULL,"CONCURSO PREVENTIVO - CORONEL LUISINA","JUZGADO N┬░ 7",2016-08-04,2023-08-15,NULL,NULL,NULL
38696/16,67883989,21-15482194-4,MARTINEZ,GUADALUPE,"AV. BUENOS AIRES 2183","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,"EJECUCI├ôN FISCAL - GIMENEZ CHARO","JUZGADO N┬░ 28",2017-07-02,NULL,NULL,NULL,NULL
38752/5,82441390,NULL,NAVARRO,LISANDRO,"AV. MALVINAS ARGENTINAS 3364","BANCO NACI├ôN",NULL,"CONCURSO PREVENTIVO - PEREZ SOFIA BELEN","JUZGADO N┬░ 26",2016-02-23,NULL,NULL,NULL,CADUCADO
38783/25,76299151,24-80628877-3,AVILA,TOBIAS,"AV. SAN MARTIN 3653",AFIP,909614,"CONCURSO PREVENTIVO - FERNANDEZ FACUNDO","JUZGADO N┬░ 23",2015-09-27,NULL,PARCIAL,NULL,CADUCADO
3884/3,57552613,23-92367485-7,CASTILLO,GUILLERMINA,NULL,AFIP,NULL,"COBRO DE PESOS - VALDEZ JUAN","JUZGADO N┬░ 25",2017-03-24,NULL,NULL,,NULL
38946/1,65948695,26-73401870-1,0000,TOM├ÇS,"CALLE SANTA CRUZ 3509",AFIP,644355,"COBRO DE PESOS - RAMIREZ THIAGO EZEQUIEL","JUZGADO N┬░ 29",2021-09-27,NULL,NULL,"SIN OBSERVACIONES",ACTIVO
3895/20,67559674,22-76363199-7,MARTINEZ,"JUAN FRANCISCO","CALLE ENTRE R├ìOS 3482",AFIP,NULL,"EJECUCI├ôN FISCAL - MALDONADO JOSEFINA",NULL,2019-12-19,2023-05-20,PARCIAL,"EN REVISI├ôN",NULL
38976/17,32501651,25-90602169-8,QUIROGA,"JUAN PABLO",NULL,AFIP,760071,"CONCURSO PREVENTIVO - ALVAREZ ELENA",NULL,2024-03-20,2023-07-30,NULL,"SIN OBSERVACIONES",CADUCADO
38978/16,73538450,27-98069265-8,GONZALEZ,SANTIAGO,"DIAGONAL J.J. CASTELLI 2443","BANCO NACI├ôN",NULL,"COBRO DE PESOS - MARTINEZ VICTORIA",NULL,2019-06-07,2023-07-31,NULL,NULL,ACTIVO
3898/4,28202044,22-46418357-2,MENDOZA,DYLAN,"DIAGONAL 1 3164",AFIP,229334,"EJECUCI├ôN FISCAL - TORRES RAMIRO","JUZGADO N┬░ 2",2018-05-05,2023-04-13,NULL,NULL,CADUCADO
39012/8,22434259,26-62109418-7,MOLINA,ISABELLA,"CALLE 9 993","FISCO DE LA PROVINCIA",NULL,"EJECUCI├ôN FISCAL - CABRERA VALENTINA","JUZGADO N┬░ 10",2023-03-08,NULL,TOTAL,NULL,ACTIVO
39091/23,85439413,26-96520677-2,ALVAREZ,DANTE,"DIAGONAL SAN LUIS 1159",AFIP,NULL,"EJECUCI├ôN FISCAL - BARRIOS JOAQUIN",NULL,2022-09-12,2024-04-06,NULL,NULL,CADUCADO
39105/10,86856767,27-59705449-0,GODOY,MAXIMO,"CALLE POSADAS 4485","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",917994,NULL,NULL,2018-01-29,NULL,NULL,"SIN OBSERVACIONES",ACTIVO
39110/7,27003887,26-75158286-0,MOYANO,"DYLAN BENJAMIN",NULL,"FISCO DE LA PROVINCIA",NULL,NULL,"JUZGADO N┬░ 26",2017-11-24,2020-08-03,NULL,NULL,ACTIVO
39112/8,36480195,20-32145481-3,RAMIREZ,EMILIA,"AVENIDA 199 BIS 2862","FISCO DE LA PROVINCIA",NULL,"EJECUCI├ôN FISCAL - AGUIRRE BRUNO","JUZGADO N┬░ 5",2018-11-29,NULL,NULL,NULL,ACTIVO
39143/25,71778753,25-70584732-2,ESCOBAR,SEBASTIAN,"DIAG. SAN MARTIN 754",AFIP,210117,"COBRO DE PESOS - MOLINA JUAN CRUZ","JUZGADO N┬░ 24",2023-08-16,NULL,PARCIAL,NULL,ACTIVO
39177/13,62961877,24-64175037-0,GOMEZ,VALENTINA,NULL,"ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,"EJECUCI├ôN FISCAL - SUAREZ ALMA MIA","JUZGADO N┬░ 30",2025-02-20,NULL,NULL,NULL,ACTIVO
39181/19,93734397,24-88399858-2,VERA,"THIAGO GABRIEL",###,"FISCO DE LA PROVINCIA",778652,"COBRO DE PESOS - GARCIA JULIANA","JUZGADO N┬░ 4",2018-05-16,NULL,TOTAL,NULL,NULL
39208/12,62357825,###,TORRES,ANTONIO,"CAMINO USHUAIA 4325","FISCO DE LA PROVINCIA",221433,NULL,"JUZGADO N┬░ 30",2015-09-29,2023-10-05,NULL,NULL,NULL
39300/1,61029203,22-46430980-9,GODOY,BAUTISTA,"AV. 7 2082",AFIP,81222,NULL,NULL,2020-06-23,NULL,NULL,NULL,ACTIVO
39330/18,52151330,21-97895801-7,ORTIZ,JOAQU├ìN,"AVENIDA 5 2029","FISCO DE LA PROVINCIA",NULL,"CONCURSO PREVENTIVO - SOTO AMPARO",NULL,2016-04-28,2023-10-30,NULL,NULL,NULL
39369/11,32360489,27-33673490-4,NU├æEZ,JOAQUIN,"AVENIDA TIERRA DEL FUEGO 2867","BANCO NACI├ôN",919688,NULL,NULL,2020-06-05,NULL,NULL,,CADUCADO
39372/17,12213786,NULL,NULL,MATEO,NULL,"FISCO DE LA PROVINCIA",543610,"EJECUCI├ôN FISCAL - HERRERA TOM├ÇS","JUZGADO N┬░ 16",2021-10-13,2020-01-20,PARCIAL,NULL,CADUCADO
39410/5,21173117,25-57254936-3,PERALTA,"JUAN IGNACIO","AVENIDA FORMOSA 3862","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,NULL,"JUZGADO N┬░ 14",2018-05-27,NULL,NULL,NULL,CADUCADO
39503/5,68475982,25-21237583-1,CAMPOS,SANTIAGO,NULL,"ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",572460,"CONCURSO PREVENTIVO - LOPEZ LAUTARO BENJAMIN",NULL,2023-09-17,NULL,NULL,NULL,NULL
39522/5,67996340,20-11099888-5,GONZALEZ,LUDMILA,NULL,"FISCO DE LA PROVINCIA",NULL,"CONCURSO PREVENTIVO - GONZALEZ OLIVIA","JUZGADO N┬░ 22",2018-09-29,NULL,NULL,NULL,NULL
39586/7,52477196,26-76759234-5,GUTIERREZ,BENICIO,0000,"BANCO NACI├ôN",791396,NULL,NULL,2020-04-01,2025-02-22,NULL,NULL,CADUCADO
39701/10,78420911,26-13743890-2,CHAVEZ,CAMILO,NULL,"ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,"CONCURSO PREVENTIVO - GODOY MATEO BENJAMIN","JUZGADO N┬░ 20",2016-04-12,2024-11-21,NULL,"EN REVISI├ôN",NULL
39704/25,99235228,22-17966409-2,GARCIA,FAUSTO,"BLV. MERLO 3478","BANCO NACI├ôN",29162,"EJECUCI├ôN FISCAL - ALVAREZ BENJAMIN",NULL,2023-01-02,NULL,TOTAL,NULL,NULL
39709/16,31676110,21-32246539-5,SANCHEZ,SOFIA,"AV. CHILECITO 456","FISCO DE LA PROVINCIA",833591,"EJECUCI├ôN FISCAL - LOPEZ JOAQUIN",NULL,2023-07-17,2024-02-12,NULL,NULL,ACTIVO
39774/8,24840732,26-13981596-0,PEREZ,BENJAMIN,"AVENIDA 153 A 1204","FISCO DE LA PROVINCIA",NULL,"COBRO DE PESOS - VARGAS FRANCESCA",NULL,2015-10-28,2023-08-31,NULL,NULL,CADUCADO
39810/16,73731926,23-41597434-7,FERNANDEZ,SANTIAGO,"AV. FORMOSA 4731","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",743168,"COBRO DE PESOS - SUAREZ ISABELLA",NULL,2021-03-14,NULL,NULL,,NULL
39832/3,97144982,25-89708958-6,TORRES,LOLA,"DIAGONAL LA RIOJA 514",NULL,NULL,"CONCURSO PREVENTIVO - GONZALEZ MARTINA",NULL,2024-10-30,NULL,NULL,"EN REVISI├ôN",ACTIVO
39841/25,87303527,20-26691143-0,AVILA,CIRO,"DIAGONAL NEUQU├ëN 382","FISCO DE LA PROVINCIA",711249,NULL,NULL,2023-10-18,2022-06-26,NULL,NULL,NULL
39893/12,35767217,24-49545206-4,MOLINA,"SOFIA BELEN","AVENIDA MITRE 4914",AFIP,522358,"CONCURSO PREVENTIVO - GARCIA BENJAMIN",NULL,NULL,NULL,NULL,NULL,NULL
39895/4,35627551,NULL,VELAZQUEZ,MORA,"AV. JUJUY 3374","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",831705,"EJECUCI├ôN FISCAL - GOMEZ SANTIAGO","JUZGADO N┬░ 12",2022-10-12,2025-03-03,NULL,NULL,NULL
3990/11,40676097,20-19699544-5,FERNANDEZ,"MATEO BENJAMIN","AV. CONSTITUCI├ôN 1435",NULL,NULL,"COBRO DE PESOS - BUSTOS ALMA","JUZGADO N┬░ 2",2020-04-10,2021-05-05,PARCIAL,"SIN OBSERVACIONES",ACTIVO
39956/3,21798150,20-93788969-5,RAMIREZ,"JUAN CRUZ","AVENIDA 7 3188",NULL,NULL,"COBRO DE PESOS - BENITEZ OLIVIA","JUZGADO N┬░ 12",2022-09-03,NULL,PARCIAL,"SIN OBSERVACIONES",NULL
40020/12,89995011,21-18492789-1,RAMOS,ALEJO,NULL,"ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,"CONCURSO PREVENTIVO - GONZALEZ VICTORIA",NULL,2019-05-10,2021-11-15,NULL,NULL,CADUCADO
40055/11,24645500,27-70816638-7,GUTIERREZ,DELFINA,"AV. 8 4739","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,"EJECUCI├ôN FISCAL - PERALTA ORIANA",NULL,2017-10-24,NULL,PARCIAL,NULL,ACTIVO
40094/10,11696168,21-27420763-8,GARCIA,DELFINA,"AVENIDA 8 3315",NULL,NULL,"EJECUCI├ôN FISCAL - ROMERO IGNACIO","JUZGADO N┬░ 8",2021-12-31,NULL,PARCIAL,NULL,ACTIVO
40134/18,77291940,27-21665539-4,CASTRO,BENJAMIN,"DIAGONAL LA RIOJA 2137","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,"COBRO DE PESOS - ROMERO MARTINA",NULL,2022-08-24,NULL,NULL,NULL,CADUCADO
40138/17,42023858,22-88536460-4,ROMERO,"JUAN IGNACIO","DIAGONAL SALTA 1214",AFIP,374852,"CONCURSO PREVENTIVO - MU├æOZ TOM├ÇS",NULL,2016-06-28,2022-10-15,NULL,NULL,NULL
40147/3,84392597,26-26281586-7,FERNANDEZ,FRANCISCO,"AVENIDA 1 2883",NULL,NULL,"EJECUCI├ôN FISCAL - CABRERA CARMELA","JUZGADO N┬░ 30",2023-03-29,2021-02-16,NULL,NULL,NULL
40155/7,NULL,NULL,VILLALBA,IGNACIO,"AV. SANTA FE 2525",NULL,554856,"CONCURSO PREVENTIVO - BUSTOS RAMIRO","JUZGADO N┬░ 2",NULL,2023-09-02,NULL,NULL,CADUCADO
40199/9,45324932,20-80201140-7,RAMIREZ,LORENZO,"AV. LA RIOJA 583","BANCO NACI├ôN",NULL,"COBRO DE PESOS - MORALES LAUTARO NICOLAS","JUZGADO N┬░ 15",2023-11-08,NULL,TOTAL,NULL,ACTIVO
4025/12,68130801,NULL,MORENO,OLIVIA,NULL,"FISCO DE LA PROVINCIA",NULL,"COBRO DE PESOS - FERNANDEZ SOF├ìA","JUZGADO N┬░ 10",2018-03-31,NULL,NULL,NULL,NULL
40301/11,NULL,23-11905242-6,MU├æOZ,CAMILO,"DIAGONAL RAWSON 4654","BANCO NACI├ôN",588454,NULL,NULL,2015-12-16,NULL,NULL,NULL,ACTIVO
40349/22,11259920,27-25360254-2,MARTINEZ,LUANA,"DIAGONAL 114 A 2166","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",517823,"CONCURSO PREVENTIVO - LOPEZ ALMA","JUZGADO N┬░ 11",2018-10-02,NULL,NULL,"SIN OBSERVACIONES",NULL
40355/23,86467982,26-70200053-4,LOPEZ,TOMAS,"AV. 1 3553","FISCO DE LA PROVINCIA",NULL,"COBRO DE PESOS - DIAZ EMMA",NULL,2018-05-04,2025-04-08,NULL,NULL,CADUCADO
40357/7,50015083,21-80382547-3,TORRES,ISABELLA,NULL,AFIP,926032,"COBRO DE PESOS - PEREYRA EMILIA","JUZGADO N┬░ 29",2020-05-05,2021-09-23,NULL,"SIN OBSERVACIONES",CADUCADO
